id,asassn_name,source,TIC,RA_ICRS,DE_ICRS,period,p2,p2_method_i,group,has_tess,tess_sectors,Gmag,absolute_g,bp_rp,bp_rp_corrected,parallax_over_error,rpgeo,mwdust_av,mwdust_ag,mwdust_abp,mwdust_arp,gaia_filter,state,r1,xray_source,xray_observatory,xray_citation_key,xray_ads_link,xray_exposure,xray_luminosity,xray_separation
37023499,ASASSN-V J042242.65-453029.0,4837578934304190592,153710869,65.67774669219301,-45.50815572924348,0.7814819736521912,0.7814336838102975,99,spots,False,,14.635036,4.072143027807841,1.0914649999999995,1.0732584346951957,39.86182836515195,1275.32886,0.0440836932319702,0.0347820339600245,0.0441718606184342,0.0259652953136304,True,sg,99.9,False,,,,,,
34796368,ASASSN-V J175423.34+094735.2,4488829204779741440,277495859,268.5972275669503,9.793006442381856,7.655830585697904,7.656217570610121,99,spots,False,,14.535246,4.016804606495085,1.5403150000000014,1.3486167476358428,47.358601022096686,1072.61475,0.4641604173466307,0.3662225692864916,0.4650887381813239,0.2733904858171654,True,sg,99.9,False,,,,,,
49695979,ASASSN-V J151929.25-600745.4,5876645563228545152,455671372,229.8718743797367,-60.12914295499296,7.131648969559225,6.9914509628404495,99,spots,True,12,14.47804,1.4937841191652081,1.7784379999999995,1.0925626064829856,20.69101306264915,2161.67456,1.660715238539985,1.3103043232080482,1.664036669017065,0.9781612755000512,True,rg,23.3,False,,,,,,
13273512,ASASSN-V J222157.92+510539.3,2000908994162984320,197401695,335.4913801055841,51.09406515281885,2.8880310444371378,2.8796720670182694,99,spots,True,16-17,14.466148,0.3975610328903463,1.4074080000000002,1.1304915000000002,7.303174931814549,5104.02148,0.6705,0.5290245,0.671841,0.3949244999999999,False,,23.3,False,,,,,,
53159122,ASASSN-V J162622.31-342846.4,6023871716338184960,211148024,246.5923869965598,-34.47967147623461,5.44999457118944,5.362255262652016,99,spots,True,12,14.443144,2.9587238596964998,1.6469330000000006,1.0836194579729066,28.478258161993327,1206.84607,1.3639553075716564,1.076160737674037,1.3666832181867996,0.8033696761597056,True,sg,99.9,False,,,,,,
36438306,ASASSN-V J005436.08-702535.3,4691696796682916224,39083028,13.650201397452763,-70.42652312420705,0.36461286006300275,0.36460172704518745,99,spots,False,,14.399159,5.495604251248203,1.155444000000001,1.12551524981599,94.26430364460562,587.862427,0.0724667074673393,0.0571762321917307,0.072611640882274,0.0426828906982628,True,ms,99.9,True,XMM-NEWTON,Traulsen20,https://ui.adsabs.harvard.edu/abs/2020A%26A...641A.137T/abstract,170281.0,4.399506756997676e+30,0.5203788668334113
53325936,ASASSN-V J164222.56-294414.7,6031269161865941504,206071199,250.59393348571865,-29.73761712375256,4.3379358832337775,4.3561077688789345,99,spots,True,12,14.370347,2.474130473779803,1.5421329999999998,1.3538297780193385,17.469609684729104,2029.06506,0.4559400047957897,0.3597366637838781,0.4568518848053813,0.2685486628247201,True,rg,31.2,False,,,,,,
51448608,ASASSN-V J163856.97-493213.3,5940816429072795776,33627809,249.7371773905349,-49.53682128695725,7.744784279456687,8.059813445549617,99,spots,True,12-39,14.370071,3.200387421924051,1.8612190000000002,1.445673919242612,15.95554393217337,1188.9519,1.006162423141376,0.7938621518585457,1.0081747479876586,0.5926296672302704,True,rg,16.6,False,,,,,,
20266635,ASASSN-V J065309.52-084549.4,3050915317049634688,123738135,103.28963202061618,-8.763742675521826,5.406148172679974,5.359153891184104,99,spots,True,6,14.3482065,2.499343378239274,1.5110050000000008,1.1122452571657309,29.404519665974917,1649.73267,0.9655199584364892,0.7617952472063899,0.967450998353362,0.568691255519092,True,rg,99.9,False,,,,,,
J211537.12+590320.0,ASASSN-V J211537.12+590320.0,2191346572751253376,314217553,318.9046457317576,59.05555418372911,6.357187561096112,6.647196140222461,99,spots,True,15-16-17,14.333401,3.4226010734124097,2.1626530000000006,1.644569290493449,61.92768473152955,964.293762,1.2544399745921335,0.9897531399531934,1.256948854541318,0.7388651450347666,True,rg,99.9,False,,,,,,
7284475,ASASSN-V J080530.67+602158.8,1084428600282194432,73196168,121.37780678679134,60.36631098823958,7.126854661194709,7.129163479408238,99,spots,False,,14.326531,3.6090637641400645,1.3562189999999994,1.2122224252817624,37.441610927526376,1225.95605,0.3486599872112274,0.2750927299096584,0.3493573071856499,0.2053607324674129,True,sg,99.9,False,,,,,,
36243883,ASASSN-V J045934.19-692105.6,4655260836825948160,30530458,74.89264801988773,-69.35135550270508,27.11123830216545,,99,other,False,,14.322621,-2.868630344757528,-0.10539699999999996,-0.6652349692994795,0.4767680360196551,16762.7812,1.3555398772384488,1.0695209631411362,1.3582509569929258,0.7984129876934463,False,,21.9,False,,,,,,
54040548,ASASSN-V J132543.74-560855.7,6063666684294762240,359404208,201.4333818488868,-56.14930122948297,4.1608226478856585,4.083443128401578,99,spots,True,11-38,14.313349,1.9443537777471427,1.6773000000000007,1.2851742107773043,10.792763322335263,2108.50537,0.949457116761977,0.7491216651251998,0.9513560309955008,0.5592302417728044,True,rg,33.0,False,,,,,,
48900669,ASASSN-V J141351.58-660716.2,5852446927218058752,448761849,213.46503620805103,-66.12081227642365,4.351829714884334,4.324707452186226,99,spots,True,11-12,14.303495,3.4368289908780216,1.4602430000000002,1.164645607219738,21.91278615357248,1149.18689,0.715732185908625,0.5647126946819051,0.7171636502804423,0.42156625750018,True,sg,27.1,False,,,,,,
36542238,ASASSN-V J033303.38-604839.3,4722740339261362560,262883492,53.26414379611269,-60.81093459224989,4.947712857694634,5.380433029962411,99,spots,True,2-3-4,14.285579,5.993756433547644,1.3070620000000002,1.2702219111696602,145.03043099017592,440.847687,0.0892011836085714,0.0703797338671628,0.0893795859757885,0.0525394971454485,True,ms,99.9,False,,,,,,
44066832,ASASSN-V J064114.19-421844.5,5569414870185390848,157013948,100.30911082011497,-42.31239818619867,5.324771162563756,5.326436918478562,99,spots,False,,14.285491,2.892304769319377,1.1345460000000003,1.0093609395080185,35.12063945773184,1701.39929,0.3031115266149679,0.2391549944992096,0.3037177496681978,0.178532689176216,True,sg,99.9,False,,,,,,
39684671,ASASSN-V J090249.50-613957.1,5298166829089862912,356923877,135.70614830134227,-61.66589713487454,0.3918454090427457,0.3911816847766675,99,spots,True,10-9,14.281735,6.4457763279575175,1.454694,1.359491112567603,205.7412144720986,339.48172,0.2305154659380072,0.1818767026250877,0.2309764968698833,0.1357736094374863,True,ms,99.9,False,,,,,,
40365670,ASASSN-V J114836.93-625955.3,5333263343319297536,917240260,177.15300942209842,-62.99905816069736,3.335145124119423,0.30318044595378,2,extra_eclipses,True,37-38,14.268203,1.3624219817980323,1.6911500000000004,1.0332110028943169,13.194266754774485,2136.8269,1.593072632217151,1.2569343068193322,1.5962587774815853,0.9383197803759018,True,sg,15.7,False,,,,,,
15083630,ASASSN-V J205229.73+473345.9,2166894980350904832,356664286,313.1238010618845,47.56280532366632,1.922339820254903,1.15313407216032,1,extra_eclipses,True,15-16,14.232619,-2.3306447118541884,1.2463215000000005,-0.402228046366671,-0.00273526498674348,4816.93848,3.991645390718333,3.1494082132767653,3.99962868149977,2.3510791351330984,False,,99.9,False,,,,,,
J210230.88+610816.6,ASASSN-V J210230.88+610816.6,2195548425150787328,305635022,315.6286555072696,61.13794229051958,1.843239498383652,0.571597182305083,1,extra_eclipses,True,15-16-17-24,14.22114,0.9096631091436111,1.6109500000000008,0.36052840326878277,23.561270638255877,1529.43628,3.027655197896411,2.388819951140269,3.033710508292204,1.783288911560986,False,,99.9,False,,,,,,
43330152,ASASSN-V J075200.34-473415.3,5518496246188601472,143443916,118.00135821115047,-47.570687060222845,2.102346916792828,2.107131971614434,99,spots,True,34-35-7,14.218417,3.8600323216902823,1.4742149999999992,1.2730159552820277,72.67401760001951,988.103271,0.4871647571863716,0.3843729934200472,0.4881390867007444,0.2869400419827729,True,sg,99.9,False,,,,,,
